,0.2,0.5,1.0,2.0
3160,9.798074504518972e-08,0.0,0.0,0.0
3165,5.885784681858297e-10,0.0,0.0,0.0
3170,1.4073529330804745e-09,0.0,0.0,0.0
3175,1.779935077106387e-10,0.0,0.0,0.0
3180,1.0651612591949799e-10,0.0,0.0,0.0
3185,2.657829889507468e-10,0.0,0.0,0.0
3190,3.303451678871028e-10,0.0,0.0,0.0
3195,4.4142694721749367e-10,0.0,0.0,0.0
3200,5.82746029209602e-11,0.0,0.0,0.0
3205,1.1559628698698532e-10,0.0,0.0,0.0
3210,7.198650120443517e-11,0.0,0.0,0.0
3215,4.080520410454369e-10,0.0,0.0,0.0
3220,6.156609000385061e-11,0.0,0.0,0.0
3225,1.4500634903935604e-09,0.0,0.0,0.0
3230,1.682436293615197e-09,0.0,0.0,0.0
3235,1.8079603369969276e-10,0.0,0.0,0.0
3240,2.5668275649426418e-09,0.0,0.0,0.0
3245,3.6991587570867066e-12,0.0,0.0,0.0
3250,1.2424719142423157e-10,0.0,0.0,0.0
3255,3.709860973977186e-11,0.0,0.0,0.0
3260,2.169452395506255e-12,0.0,0.0,0.0
3265,1.186745257619748e-10,0.0,0.0,0.0
3270,1.2106933233724248e-11,0.0,0.0,0.0
3275,2.6087638715921457e-11,0.0,0.0,0.0
3280,2.284180962117688e-06,0.0,0.0,0.0
3285,8.455001476725954e-11,0.0,0.0,0.0
3290,4.751106175149289e-12,0.0,0.0,0.0
3295,4.057361446818675e-11,0.0,0.0,0.0
3300,5.113923728927716e-11,0.0,0.0,0.0
3305,1.4125696121691788e-08,0.0,0.0,0.0
3310,1.097472535072086e-10,0.0,0.0,0.0
3315,6.551232889506764e-11,0.0,0.0,0.0
3320,2.92868163054294e-11,0.0,0.0,0.0
3325,8.751683377994369e-11,0.0,0.0,0.0
3330,8.471036061497017e-10,0.0,0.0,0.0
3335,7.805476598399252e-11,0.0,0.0,0.0
3340,4.217868165845573e-11,0.0,0.0,0.0
3345,4.124880437217371e-12,0.0,0.0,0.0
3350,1.4917893587096387e-11,0.0,0.0,0.0
3355,4.163409617063963e-12,0.0,0.0,0.0
3360,9.714951065831202e-13,0.0,0.0,0.0
3365,1.161685403427981e-10,0.0,0.0,0.0
3370,2.0826548263741528e-11,0.0,0.0,0.0
3375,5.223346644100957e-11,0.0,0.0,0.0
3380,3.5437842660357435e-11,0.0,0.0,0.0
3385,2.5379747192744162e-11,0.0,0.0,0.0
3390,1.3894011607895607e-10,0.0,0.0,0.0
3395,1.9475241419542045e-11,0.0,0.0,0.0
3400,6.945895494103737e-08,0.0,0.0,0.0
3405,5.226342494335512e-09,0.0,0.0,0.0
3410,2.6738699032691216e-11,0.0,0.0,0.0
3415,1.747679706509686e-09,0.0,0.0,0.0
3420,4.857930724355697e-12,0.0,0.0,0.0
3425,4.716431689644196e-12,0.0,0.0,0.0
3430,2.2762455476055265e-10,0.0,0.0,0.0
3435,9.090953755341857e-08,0.0,0.0,0.0
3440,5.959116433640333e-10,0.0,0.0,0.0
3445,1.82385873070956e-11,0.0,0.0,0.0
3450,2.7881613240410274e-10,0.0,0.0,0.0
3455,5.0983295363238314e-11,0.0,0.0,0.0
3460,3.075992793810656e-12,0.0,0.0,0.0
3465,3.200982479079073e-11,0.0,0.0,0.0
3470,3.4291913753037306e-12,0.0,0.0,0.0
3475,2.986707547947276e-12,0.0,0.0,0.0
3480,2.2006805266983064e-11,0.0,0.0,0.0
3485,4.344164770131442e-09,0.0,0.0,0.0
3490,9.2654228733835e-12,0.0,0.0,0.0
3495,2.0919097565297307e-10,0.0,0.0,0.0
3500,1.152747897137374e-12,0.0,0.0,0.0
3505,3.753555244401241e-12,0.0,0.0,0.0
3510,2.6202384706408564e-12,0.0,0.0,0.0
3515,1.1727032678265914e-11,0.0,0.0,0.0
3520,1.275127281541444e-10,0.0,0.0,0.0
3525,2.949317567946252e-11,0.0,0.0,0.0
3530,6.916237582643703e-12,0.0,0.0,0.0
3535,2.3425290596179594e-11,0.0,0.0,0.0
3540,5.234433123613158e-09,0.0,0.0,0.0
3545,2.6847857270695383e-13,0.0,0.0,0.0
3550,4.055245028666832e-12,0.0,0.0,0.0
3555,1.2496983559096008e-10,0.0,0.0,0.0
3560,2.525681408460656e-10,0.0,0.0,0.0
3565,4.4649441033328686e-10,0.0,0.0,0.0
3570,4.578211476591321e-11,0.0,0.0,0.0
3575,3.1166724756559463e-12,0.0,0.0,0.0
3580,2.1926327420374036e-12,0.0,0.0,0.0
3585,8.913011440014885e-12,0.0,0.0,0.0
3590,2.6241760875400643e-10,0.0,0.0,0.0
3595,5.1348862939448736e-11,0.0,0.0,0.0
3600,3.652799174247434e-12,0.0,0.0,0.0
3605,4.837665578127925e-09,0.0,0.0,0.0
3610,5.576179218369504e-10,0.0,0.0,0.0
3615,5.114640821979322e-11,0.0,0.0,0.0
3620,2.9072277918373856e-12,0.0,0.0,0.0
3625,7.699598736365943e-12,0.0,0.0,0.0
3630,9.18674025740529e-13,0.0,0.0,0.0
3635,5.984588269392078e-11,0.0,0.0,0.0
3640,1.4727330466257626e-13,0.0,0.0,0.0
3645,3.126210401660501e-13,0.0,0.0,0.0
3650,2.3695123640976588e-12,0.0,0.0,0.0
3655,2.5768142064563905e-11,0.0,0.0,0.0
3660,9.781453425006248e-13,0.0,0.0,0.0
3665,1.0833076657945639e-11,0.0,0.0,0.0
3670,3.1353397655919936e-12,0.0,0.0,0.0
3675,5.8293192495284525e-12,0.0,0.0,0.0
3680,3.3185132419788486e-12,0.0,0.0,0.0
3685,7.135303459193665e-13,0.0,0.0,0.0
3690,6.091133153418582e-12,0.0,0.0,0.0
3695,1.9879989388016382e-09,0.0,0.0,0.0
3700,7.998981477186362e-12,0.0,0.0,0.0
3705,7.693556902665932e-13,0.0,0.0,0.0
3710,2.6167690236889028e-12,0.0,0.0,0.0
3715,3.826858542277378e-09,0.0,0.0,0.0
3720,3.825615380037562e-12,0.0,0.0,0.0
3725,6.337581570647899e-12,0.0,0.0,0.0
3730,8.239420257183383e-13,0.0,0.0,0.0
3735,4.721767421500544e-13,0.0,0.0,0.0
3740,2.0327806105058244e-12,0.0,0.0,0.0
3745,4.1941339290474386e-13,0.0,0.0,0.0
3750,2.719191538602672e-13,0.0,0.0,0.0
3755,6.422846032805297e-11,0.0,0.0,0.0
3760,3.150952720964995e-11,0.0,0.0,0.0
3765,1.427543638854445e-12,0.0,0.0,0.0
3770,1.6949519565656602e-12,0.0,0.0,0.0
3775,8.824241337634931e-13,0.0,0.0,0.0
3780,1.131916782526332e-13,0.0,0.0,0.0
3785,4.15790735175392e-13,0.0,0.0,0.0
3790,1.900948287669735e-12,0.0,0.0,0.0
3795,7.049960615290729e-13,0.0,0.0,0.0
3800,1.0127176874874522e-12,0.0,0.0,0.0
3805,4.474909331975141e-13,0.0,0.0,0.0
3810,1.0597808186574299e-11,0.0,0.0,0.0
3815,7.7927242436715e-11,0.0,0.0,0.0
3820,7.106442101445509e-12,0.0,0.0,0.0
3825,6.040975497612066e-12,0.0,0.0,0.0
3830,4.525435581825832e-13,0.0,0.0,0.0
3835,2.0131907252363134e-12,0.0,0.0,0.0
3840,2.2542575806028253e-10,0.0,0.0,0.0
3845,1.975464236636526e-12,0.0,0.0,0.0
3850,5.757376797532742e-12,0.0,0.0,0.0
3855,6.335842961391336e-13,0.0,0.0,0.0
3860,1.2256895498552468e-12,0.0,0.0,0.0
3865,1.9606427592577802e-13,0.0,0.0,0.0
3870,1.478505096130789e-12,0.0,0.0,0.0
3875,9.563672076495778e-13,0.0,0.0,0.0
3880,8.254985583988628e-13,0.0,0.0,0.0
3885,5.414080295196299e-13,0.0,0.0,0.0
3890,3.4403591087084353e-13,0.0,0.0,0.0
3895,7.642947275066092e-11,0.0,0.0,0.0
3900,9.730596328694219e-12,0.0,0.0,0.0
3905,8.876708257332666e-12,0.0,0.0,0.0
3910,4.27950452852599e-12,0.0,0.0,0.0
3915,1.9710499898906164e-12,0.0,0.0,0.0
3920,2.7076862973984815e-12,0.0,0.0,0.0
3925,3.343880727868509e-14,0.0,0.0,0.0
3930,8.010736518571094e-13,0.0,0.0,0.0
3935,4.110722873207351e-13,0.0,0.0,0.0
3940,4.610344328526139e-12,0.0,0.0,0.0
3945,4.521605312390875e-14,0.0,0.0,0.0
3950,6.562761445394472e-13,0.0,0.0,0.0
3955,3.957056904368983e-14,0.0,0.0,0.0
3960,1.1901891250332142e-10,0.0,0.0,0.0
3965,4.3885484912742354e-10,0.0,0.0,0.0
3970,2.1750639733753018e-10,0.0,0.0,0.0
3975,1.3286938216339194e-12,0.0,0.0,0.0
3980,1.0553780072086738e-14,0.0,0.0,0.0
3985,1.9648394022908633e-13,0.0,0.0,0.0
3990,2.0375912068715254e-12,0.0,0.0,0.0
3995,9.53792600455472e-14,0.0,0.0,0.0
4000,2.853244307488012e-11,0.0,0.0,0.0
4005,8.66495764029196e-14,0.0,0.0,0.0
4010,3.945621607215344e-13,0.0,0.0,0.0
4015,2.0800805522469545e-13,0.0,0.0,0.0
4020,4.821590904313666e-12,0.0,0.0,0.0
4025,1.1054568371804407e-12,0.0,0.0,0.0
4030,5.06076291983959e-13,0.0,0.0,0.0
4035,2.2311485992076997e-13,0.0,0.0,0.0
4040,6.096234628216734e-15,0.0,0.0,0.0
4045,1.1471366079263135e-11,0.0,0.0,0.0
4050,4.881084425534254e-13,0.0,0.0,0.0
4055,1.2519153491652445e-11,0.0,0.0,0.0
4060,1.1212142325689455e-14,0.0,0.0,0.0
4065,1.5166978784009187e-13,0.0,0.0,0.0
4070,1.5447465528950488e-12,0.0,0.0,0.0
4075,8.185097044588474e-13,0.0,0.0,0.0
4080,1.514899317101026e-14,0.0,0.0,0.0
4085,1.2635095192337077e-11,0.0,0.0,0.0
4090,1.3625767181224547e-14,0.0,0.0,0.0
4095,9.50107770236741e-13,0.0,0.0,0.0
4100,5.170164296686153e-13,0.0,0.0,0.0
4105,5.477436282319559e-12,0.0,0.0,0.0
4110,2.183808689437683e-15,0.0,0.0,0.0
4115,3.880529231281571e-13,0.0,0.0,0.0
4120,1.1660117316125707e-13,0.0,0.0,0.0
4125,8.640377302526759e-13,0.0,0.0,0.0
4130,1.1046308312501195e-12,0.0,0.0,0.0
4135,1.2912370062068134e-10,0.0,0.0,0.0
4140,4.2932324362254805e-15,0.0,0.0,0.0
4145,1.0938527861270585e-12,0.0,0.0,0.0
4150,1.874862487483142e-12,0.0,0.0,0.0
4155,8.791856132006614e-14,0.0,0.0,0.0
4160,2.1823653995056703e-13,0.0,0.0,0.0
4165,2.146584021645026e-12,0.0,0.0,0.0
4170,2.7678462855007523e-11,0.0,0.0,0.0
4175,2.1661339388856503e-13,0.0,0.0,0.0
4180,1.2451040198868668e-13,0.0,0.0,0.0
4185,5.296874050486622e-15,0.0,0.0,0.0
4190,5.929701174522961e-15,0.0,0.0,0.0
4195,4.700118072520354e-13,0.0,0.0,0.0
4200,6.229450288941507e-13,0.0,0.0,0.0
4205,3.0179414522990557e-13,0.0,0.0,0.0
4210,2.969957613174756e-14,0.0,0.0,0.0
4215,4.764140193458388e-12,0.0,0.0,0.0
4220,8.718359367776429e-14,0.0,0.0,0.0
4225,1.0005030903759148e-09,0.0,0.0,0.0
4230,6.135092434078615e-15,0.0,0.0,0.0
4235,5.046407736131187e-14,0.0,0.0,0.0
4240,1.4448442442471786e-14,0.0,0.0,0.0
4245,7.91255949650349e-15,0.0,0.0,0.0
4250,7.374767463375065e-14,0.0,0.0,0.0
4255,9.486278429449157e-13,0.0,0.0,0.0
4260,3.861244657343832e-14,0.0,0.0,0.0
4265,1.4582890450753894e-13,0.0,0.0,0.0
4270,6.932597829134579e-12,0.0,0.0,0.0
4275,3.337607967779377e-13,0.0,0.0,0.0
4280,7.548628389031364e-14,0.0,0.0,0.0
4285,2.5032198536223404e-14,0.0,0.0,0.0
4290,5.228428801018481e-13,0.0,0.0,0.0
4295,1.1113332476497817e-15,0.0,0.0,0.0
4300,2.8554936193359025e-15,0.0,0.0,0.0
4305,8.424971831288985e-13,0.0,0.0,0.0
4310,9.378287035843868e-13,0.0,0.0,0.0
4315,2.4625190775395824e-12,0.0,0.0,0.0
4320,2.1507240433038532e-14,0.0,0.0,0.0
4325,1.2021494910641195e-14,0.0,0.0,0.0
4330,2.715649927154118e-13,0.0,0.0,0.0
4335,3.4527936065842367e-16,0.0,0.0,0.0
4340,4.585665180911747e-14,0.0,0.0,0.0
4345,5.480060849549773e-15,0.0,0.0,0.0
4350,1.3045431401792485e-12,0.0,0.0,0.0
4355,6.439293542825908e-15,0.0,0.0,0.0
4360,9.235945341856677e-15,0.0,0.0,0.0
4365,6.027955912202288e-14,0.0,0.0,0.0
4370,5.3634874319641315e-14,0.0,0.0,0.0
4375,5.289944038366912e-12,0.0,0.0,0.0
4380,3.386110392078479e-11,0.0,0.0,0.0
4385,9.805489753489382e-15,0.0,0.0,0.0
4390,3.4727332121065047e-13,0.0,0.0,0.0
4395,1.2353895684213967e-13,0.0,0.0,0.0
4400,1.1934897514720433e-15,0.0,0.0,0.0
4405,1.0206280265379065e-14,0.0,0.0,0.0
4410,9.638459874672378e-10,0.0,0.0,0.0
4415,6.38378239159465e-15,0.0,0.0,0.0
4420,3.2518432391270834e-15,0.0,0.0,0.0
4425,3.823941163716427e-14,0.0,0.0,0.0
4430,1.088618084565951e-13,0.0,0.0,0.0
4435,3.9688141661997633e-13,0.0,0.0,0.0
4440,1.3657963648938675e-14,0.0,0.0,0.0
4445,5.384581669432009e-15,0.0,0.0,0.0
4450,1.1360912210989227e-14,0.0,0.0,0.0
4455,4.1972314512861433e-13,0.0,0.0,0.0
4460,2.5313084961453567e-16,0.0,0.0,0.0
4465,2.6612045900265e-15,0.0,0.0,0.0
4470,1.6564527527407336e-15,0.0,0.0,0.0
4475,3.4283687000424833e-15,0.0,0.0,0.0
4480,1.0705880626460385e-14,0.0,0.0,0.0
4485,2.971622947711694e-14,0.0,0.0,0.0
4490,1.2585599229453236e-13,0.0,0.0,0.0
4495,1.5169088207755976e-13,0.0,0.0,0.0
4500,1.4588330543574558e-15,0.0,0.0,0.0
4505,4.0245584642661925e-14,0.0,0.0,0.0
4510,4.668709863153708e-14,0.0,0.0,0.0
4515,2.900446549602975e-13,0.0,0.0,0.0
4520,1.5694112676101214e-14,0.0,0.0,0.0
4525,2.842237556421878e-13,0.0,0.0,0.0
4530,1.6325162333075126e-11,0.0,0.0,0.0
4535,1.284115369593053e-11,0.0,0.0,0.0
4540,2.59015031645049e-15,0.0,0.0,0.0
4545,2.035926982557612e-14,0.0,0.0,0.0
4550,1.5798473640415978e-15,0.0,0.0,0.0
4555,6.457834267337148e-14,0.0,0.0,0.0
4560,2.390310172017962e-15,0.0,0.0,0.0
4565,1.4563905637032804e-14,0.0,0.0,0.0
4570,1.9695356456850275e-15,0.0,0.0,0.0
4575,4.483302618041307e-14,0.0,0.0,0.0
4580,1.326716514427062e-15,0.0,0.0,0.0
4585,3.7310265987855475e-13,0.0,0.0,0.0
4590,3.497202527569243e-16,0.0,0.0,0.0
4595,9.902045849941032e-13,0.0,0.0,0.0
4600,1.3433698597964394e-15,0.0,0.0,0.0
4605,2.121863906801025e-11,0.0,0.0,0.0
4610,6.228351168147129e-16,0.0,0.0,0.0
4615,6.52811138479592e-16,0.0,0.0,0.0
4620,3.7903014060702845e-15,0.0,0.0,0.0
4625,7.753575559377168e-14,0.0,0.0,0.0
4630,6.217248937900877e-17,0.0,0.0,0.0
4635,1.4510614931850796e-15,0.0,0.0,0.0
4640,1.5287771049088405e-15,0.0,0.0,0.0
4645,5.651035195342047e-16,0.0,0.0,0.0
4650,1.1849410341824296e-14,0.0,0.0,0.0
4655,6.77791156533658e-15,0.0,0.0,0.0
4660,7.385869693621316e-14,0.0,0.0,0.0
4665,5.739853037312059e-16,0.0,0.0,0.0
4670,2.6123547769429935e-15,0.0,0.0,0.0
4675,2.3127055825966636e-14,0.0,0.0,0.0
4680,1.2022827178270746e-13,0.0,0.0,0.0
4685,7.241518495959554e-12,0.0,0.0,0.0
4690,2.847388991256139e-14,0.0,0.0,0.0
4695,6.280642672606973e-14,0.0,0.0,0.0
4700,2.603472992745992e-14,0.0,0.0,0.0
4705,1.5284329357712068e-13,0.0,0.0,0.0
4710,1.3322676295501878e-17,0.0,0.0,0.0
4715,6.354583526047009e-14,0.0,0.0,0.0
4720,2.5676127890505996e-14,0.0,0.0,0.0
4725,1.622924017397054e-14,0.0,0.0,0.0
4730,6.907363570007874e-14,0.0,0.0,0.0
4735,1.376676550535194e-16,0.0,0.0,0.0
4740,6.439293542825907e-17,0.0,0.0,0.0
4745,1.1240230968212472e-13,0.0,0.0,0.0
4750,2.3980817331903383e-16,0.0,0.0,0.0
4755,4.040656698123257e-14,0.0,0.0,0.0
4760,2.2082335959794364e-15,0.0,0.0,0.0
4765,1.809663530139005e-16,0.0,0.0,0.0
4770,8.43769498715119e-17,0.0,0.0,0.0
4775,2.863820292020591e-14,0.0,0.0,0.0
4780,4.54081217071689e-16,0.0,0.0,0.0
4785,1.176836406102666e-16,0.0,0.0,0.0
4790,1.4943601911454608e-15,0.0,0.0,0.0
4795,1.2212453270876722e-17,0.0,0.0,0.0
4800,0.0,0.0,0.0,0.0
4805,2.721156633356259e-15,0.0,0.0,0.0
4810,1.6364687382974808e-15,0.0,0.0,0.0
4815,2.2304380564719395e-15,0.0,0.0,0.0
4820,7.216449660063518e-17,0.0,0.0,0.0
4825,6.983302824892235e-16,0.0,0.0,0.0
4830,4.8960835385969405e-16,0.0,0.0,0.0
4835,2.8604896229467156e-14,0.0,0.0,0.0
4840,8.881784197001253e-18,0.0,0.0,0.0
4845,4.263256414560601e-16,0.0,0.0,0.0
4850,1.801891968966629e-15,0.0,0.0,0.0
4855,6.996458967734043e-13,0.0,0.0,0.0
4860,2.9520830224782912e-15,0.0,0.0,0.0
4865,1.4743761767022078e-15,0.0,0.0,0.0
4870,1.3355982986240632e-15,0.0,0.0,0.0
4875,1.9739765377835285e-15,0.0,0.0,0.0
4880,2.227329432002989e-14,0.0,0.0,0.0
4885,1.5432100042289676e-15,0.0,0.0,0.0
4890,4.651834473179406e-16,0.0,0.0,0.0
4895,3.9634961979118087e-16,0.0,0.0,0.0
4900,6.572520305780927e-16,0.0,0.0,0.0
4905,1.2501111257279262e-15,0.0,0.0,0.0
4910,1.3211653993039362e-16,0.0,0.0,0.0
4915,8.881784197001253e-17,0.0,0.0,0.0
4920,1.1102230246251566e-18,0.0,0.0,0.0
4925,8.659739592076221e-17,0.0,0.0,0.0
4930,4.521161223181025e-14,0.0,0.0,0.0
4935,2.0650148258027913e-16,0.0,0.0,0.0
4940,1.234123914173324e-14,0.0,0.0,0.0
4945,3.252953462151709e-16,0.0,0.0,0.0
4950,2.863820292020591e-14,0.0,0.0,0.0
4955,6.661338147750939e-18,0.0,0.0,0.0
4960,2.9753977059954197e-16,0.0,0.0,0.0
4965,9.992007221626408e-18,0.0,0.0,0.0
4970,5.551115123125783e-18,0.0,0.0,0.0
4975,4.962696920074449e-16,0.0,0.0,0.0
4980,1.7408297026122454e-15,0.0,0.0,0.0
4985,1.6986412276764895e-16,0.0,0.0,0.0
4990,5.562217353372034e-16,0.0,0.0,0.0
4995,3.896882816434299e-16,0.0,0.0,0.0
5000,4.796163466380677e-16,0.0,0.0,0.0
